date,time,pm25,temperature,humidity,pressure,uv,raw,weather_label
10/05/2026,00:00:00,29,26.62,70.95,1009.6,0.01,"PM25=29,T=26.62,H=70.95,P=1009.60,UV=0.01,TIME=00:00:00,DATE=10/05/2026",normal
10/05/2026,00:02:01,18,27.01,73.67,1009.57,0,"PM25=18,T=27.01,H=73.67,P=1009.57,UV=0.00,TIME=00:02:01,DATE=10/05/2026",normal
10/05/2026,00:03:59,33,27.3,74.08,1009.59,0,"PM25=33,T=27.30,H=74.08,P=1009.59,UV=0.00,TIME=00:03:59,DATE=10/05/2026",normal
10/05/2026,00:06:00,21,26.91,73.99,1009.6,0,"PM25=21,T=26.91,H=73.99,P=1009.60,UV=0.00,TIME=00:06:00,DATE=10/05/2026",normal
10/05/2026,00:07:59,20,26.95,71.95,1009.62,0,"PM25=20,T=26.95,H=71.95,P=1009.62,UV=0.00,TIME=00:07:59,DATE=10/05/2026",normal
10/05/2026,00:09:55,34,26.39,71.36,1009.63,0,"PM25=34,T=26.39,H=71.36,P=1009.63,UV=0.00,TIME=00:09:55,DATE=10/05/2026",normal
10/05/2026,00:11:56,20,26.89,69.69,1009.46,0.01,"PM25=20,T=26.89,H=69.69,P=1009.46,UV=0.01,TIME=00:11:56,DATE=10/05/2026",normal
10/05/2026,00:13:58,26,26.9,73.64,1009.63,0,"PM25=26,T=26.90,H=73.64,P=1009.63,UV=0.00,TIME=00:13:58,DATE=10/05/2026",normal
10/05/2026,00:16:02,33,27.15,69.21,1009.59,0,"PM25=33,T=27.15,H=69.21,P=1009.59,UV=0.00,TIME=00:16:02,DATE=10/05/2026",normal
10/05/2026,00:18:07,30,27.11,72.14,1009.58,0,"PM25=30,T=27.11,H=72.14,P=1009.58,UV=0.00,TIME=00:18:07,DATE=10/05/2026",normal
10/05/2026,00:20:03,26,27.36,70.19,1009.42,0,"PM25=26,T=27.36,H=70.19,P=1009.42,UV=0.00,TIME=00:20:03,DATE=10/05/2026",normal
10/05/2026,00:22:03,26,26.67,69.47,1009.66,0,"PM25=26,T=26.67,H=69.47,P=1009.66,UV=0.00,TIME=00:22:03,DATE=10/05/2026",normal
10/05/2026,00:24:01,33,27.71,68.89,1009.77,0,"PM25=33,T=27.71,H=68.89,P=1009.77,UV=0.00,TIME=00:24:01,DATE=10/05/2026",normal
10/05/2026,00:26:00,44,27.21,68.61,1009.55,0,"PM25=44,T=27.21,H=68.61,P=1009.55,UV=0.00,TIME=00:26:00,DATE=10/05/2026",normal
10/05/2026,00:27:55,33,27.76,69.81,1009.61,0,"PM25=33,T=27.76,H=69.81,P=1009.61,UV=0.00,TIME=00:27:55,DATE=10/05/2026",normal
10/05/2026,00:29:55,33,27.52,71.7,1009.54,0,"PM25=33,T=27.52,H=71.70,P=1009.54,UV=0.00,TIME=00:29:55,DATE=10/05/2026",normal
10/05/2026,00:32:00,32,26.94,70.65,1009.42,0,"PM25=32,T=26.94,H=70.65,P=1009.42,UV=0.00,TIME=00:32:00,DATE=10/05/2026",normal
10/05/2026,00:34:02,35,27.02,72.14,1009.58,0,"PM25=35,T=27.02,H=72.14,P=1009.58,UV=0.00,TIME=00:34:02,DATE=10/05/2026",normal
10/05/2026,00:35:58,33,27.17,67.55,1009.73,0,"PM25=33,T=27.17,H=67.55,P=1009.73,UV=0.00,TIME=00:35:58,DATE=10/05/2026",normal
10/05/2026,00:37:53,23,27.06,69.52,1009.5,0,"PM25=23,T=27.06,H=69.52,P=1009.50,UV=0.00,TIME=00:37:53,DATE=10/05/2026",normal
10/05/2026,00:39:56,33,27.05,70.26,1009.56,0.01,"PM25=33,T=27.05,H=70.26,P=1009.56,UV=0.01,TIME=00:39:56,DATE=10/05/2026",normal
10/05/2026,00:41:52,31,27.36,73.73,1009.56,0,"PM25=31,T=27.36,H=73.73,P=1009.56,UV=0.00,TIME=00:41:52,DATE=10/05/2026",normal
10/05/2026,00:43:54,30,27.39,73.54,1009.62,0.01,"PM25=30,T=27.39,H=73.54,P=1009.62,UV=0.01,TIME=00:43:54,DATE=10/05/2026",normal
10/05/2026,00:45:53,19,27.46,69.82,1009.42,0,"PM25=19,T=27.46,H=69.82,P=1009.42,UV=0.00,TIME=00:45:53,DATE=10/05/2026",normal
10/05/2026,00:47:49,36,27.49,71.74,1009.42,0.01,"PM25=36,T=27.49,H=71.74,P=1009.42,UV=0.01,TIME=00:47:49,DATE=10/05/2026",normal
10/05/2026,00:49:48,28,27.48,71.71,1009.57,0,"PM25=28,T=27.48,H=71.71,P=1009.57,UV=0.00,TIME=00:49:48,DATE=10/05/2026",normal
10/05/2026,00:51:51,27,27.27,72.37,1009.52,0,"PM25=27,T=27.27,H=72.37,P=1009.52,UV=0.00,TIME=00:51:51,DATE=10/05/2026",normal
10/05/2026,00:53:51,28,27.39,70.88,1009.44,0,"PM25=28,T=27.39,H=70.88,P=1009.44,UV=0.00,TIME=00:53:51,DATE=10/05/2026",normal
10/05/2026,00:55:48,24,27.45,71.76,1009.32,0,"PM25=24,T=27.45,H=71.76,P=1009.32,UV=0.00,TIME=00:55:48,DATE=10/05/2026",normal
10/05/2026,00:57:50,26,27.88,70.7,1009.39,0,"PM25=26,T=27.88,H=70.70,P=1009.39,UV=0.00,TIME=00:57:50,DATE=10/05/2026",normal
10/05/2026,00:59:45,32,27.65,70.32,1009.49,0,"PM25=32,T=27.65,H=70.32,P=1009.49,UV=0.00,TIME=00:59:45,DATE=10/05/2026",normal
10/05/2026,01:01:48,28,26.75,70.45,1009.47,0,"PM25=28,T=26.75,H=70.45,P=1009.47,UV=0.00,TIME=01:01:48,DATE=10/05/2026",normal
10/05/2026,01:03:51,28,27.34,72.91,1009.45,0,"PM25=28,T=27.34,H=72.91,P=1009.45,UV=0.00,TIME=01:03:51,DATE=10/05/2026",normal
10/05/2026,01:05:49,23,27.36,71.29,1009.42,0,"PM25=23,T=27.36,H=71.29,P=1009.42,UV=0.00,TIME=01:05:49,DATE=10/05/2026",normal
10/05/2026,01:07:51,30,27.08,70.02,1009.33,0,"PM25=30,T=27.08,H=70.02,P=1009.33,UV=0.00,TIME=01:07:51,DATE=10/05/2026",normal
10/05/2026,01:09:56,30,27.6,70.83,1009.34,0,"PM25=30,T=27.60,H=70.83,P=1009.34,UV=0.00,TIME=01:09:56,DATE=10/05/2026",normal
10/05/2026,01:12:01,33,27.85,72.58,1009.48,0,"PM25=33,T=27.85,H=72.58,P=1009.48,UV=0.00,TIME=01:12:01,DATE=10/05/2026",normal
10/05/2026,01:13:58,38,27.28,72.45,1009.2,0,"PM25=38,T=27.28,H=72.45,P=1009.20,UV=0.00,TIME=01:13:58,DATE=10/05/2026",normal
10/05/2026,01:15:58,27,27.25,66.79,1009.32,0,"PM25=27,T=27.25,H=66.79,P=1009.32,UV=0.00,TIME=01:15:58,DATE=10/05/2026",normal
10/05/2026,01:18:02,22,27.63,69.46,1009.36,0,"PM25=22,T=27.63,H=69.46,P=1009.36,UV=0.00,TIME=01:18:02,DATE=10/05/2026",normal
10/05/2026,01:20:06,18,27.74,67.58,1009.38,0,"PM25=18,T=27.74,H=67.58,P=1009.38,UV=0.00,TIME=01:20:06,DATE=10/05/2026",normal
10/05/2026,01:22:08,42,27.6,70.65,1009.41,0,"PM25=42,T=27.60,H=70.65,P=1009.41,UV=0.00,TIME=01:22:08,DATE=10/05/2026",normal
10/05/2026,01:24:13,25,27.44,69.35,1009.67,0,"PM25=25,T=27.44,H=69.35,P=1009.67,UV=0.00,TIME=01:24:13,DATE=10/05/2026",normal
10/05/2026,01:26:16,21,27.11,67.85,1009.43,0,"PM25=21,T=27.11,H=67.85,P=1009.43,UV=0.00,TIME=01:26:16,DATE=10/05/2026",normal
10/05/2026,01:28:18,30,27.72,70.31,1009.39,0,"PM25=30,T=27.72,H=70.31,P=1009.39,UV=0.00,TIME=01:28:18,DATE=10/05/2026",normal
10/05/2026,01:30:21,36,27.16,67.61,1009.44,0.01,"PM25=36,T=27.16,H=67.61,P=1009.44,UV=0.01,TIME=01:30:21,DATE=10/05/2026",normal
10/05/2026,01:32:19,33,27.69,70.81,1009.33,0,"PM25=33,T=27.69,H=70.81,P=1009.33,UV=0.00,TIME=01:32:19,DATE=10/05/2026",normal
10/05/2026,01:34:23,42,27.54,69.61,1009.38,0,"PM25=42,T=27.54,H=69.61,P=1009.38,UV=0.00,TIME=01:34:23,DATE=10/05/2026",normal
10/05/2026,01:36:18,26,27.61,68.43,1009.42,0,"PM25=26,T=27.61,H=68.43,P=1009.42,UV=0.00,TIME=01:36:18,DATE=10/05/2026",normal
