date,time,pm25,temperature,humidity,pressure,uv,raw,weather_label
05/05/2026,00:00:00,28,26.78,70.61,1009.33,0,"PM25=28,T=26.78,H=70.61,P=1009.33,UV=0.00,TIME=00:00:00,DATE=05/05/2026",normal
05/05/2026,00:02:05,27,26.79,71.95,1009.25,0,"PM25=27,T=26.79,H=71.95,P=1009.25,UV=0.00,TIME=00:02:05,DATE=05/05/2026",normal
05/05/2026,00:04:02,32,26.9,72.53,1009.39,0,"PM25=32,T=26.90,H=72.53,P=1009.39,UV=0.00,TIME=00:04:02,DATE=05/05/2026",normal
05/05/2026,00:06:03,33,27.36,70.25,1009.28,0,"PM25=33,T=27.36,H=70.25,P=1009.28,UV=0.00,TIME=00:06:03,DATE=05/05/2026",normal
05/05/2026,00:08:05,28,27.59,70.21,1009.16,0,"PM25=28,T=27.59,H=70.21,P=1009.16,UV=0.00,TIME=00:08:05,DATE=05/05/2026",normal
05/05/2026,00:10:01,44,27.3,70.68,1009.31,0,"PM25=44,T=27.30,H=70.68,P=1009.31,UV=0.00,TIME=00:10:01,DATE=05/05/2026",normal
05/05/2026,00:11:59,33,27.03,72.25,1009.33,0,"PM25=33,T=27.03,H=72.25,P=1009.33,UV=0.00,TIME=00:11:59,DATE=05/05/2026",normal
05/05/2026,00:13:56,19,27.63,72.84,1009.44,0,"PM25=19,T=27.63,H=72.84,P=1009.44,UV=0.00,TIME=00:13:56,DATE=05/05/2026",normal
05/05/2026,00:15:52,22,27.69,70.63,1009.3,0,"PM25=22,T=27.69,H=70.63,P=1009.30,UV=0.00,TIME=00:15:52,DATE=05/05/2026",normal
05/05/2026,00:17:52,30,27.41,71.48,1009.6,0.01,"PM25=30,T=27.41,H=71.48,P=1009.60,UV=0.01,TIME=00:17:52,DATE=05/05/2026",normal
05/05/2026,00:19:50,14,27.37,71.06,1009.19,0,"PM25=14,T=27.37,H=71.06,P=1009.19,UV=0.00,TIME=00:19:50,DATE=05/05/2026",normal
05/05/2026,00:21:50,20,27.95,72.29,1009.27,0,"PM25=20,T=27.95,H=72.29,P=1009.27,UV=0.00,TIME=00:21:50,DATE=05/05/2026",normal
05/05/2026,00:23:46,35,27.69,71.11,1009.61,0,"PM25=35,T=27.69,H=71.11,P=1009.61,UV=0.00,TIME=00:23:46,DATE=05/05/2026",normal
05/05/2026,00:25:44,31,27.7,71.72,1009.17,0,"PM25=31,T=27.70,H=71.72,P=1009.17,UV=0.00,TIME=00:25:44,DATE=05/05/2026",normal
05/05/2026,00:27:49,30,27.53,69.45,1009.33,0,"PM25=30,T=27.53,H=69.45,P=1009.33,UV=0.00,TIME=00:27:49,DATE=05/05/2026",normal
05/05/2026,00:29:49,32,27.29,68.09,1009.27,0.01,"PM25=32,T=27.29,H=68.09,P=1009.27,UV=0.01,TIME=00:29:49,DATE=05/05/2026",normal
05/05/2026,00:31:48,35,27.69,71.41,1009.18,0,"PM25=35,T=27.69,H=71.41,P=1009.18,UV=0.00,TIME=00:31:48,DATE=05/05/2026",normal
05/05/2026,00:33:45,24,27.91,68.44,1009.33,0.01,"PM25=24,T=27.91,H=68.44,P=1009.33,UV=0.01,TIME=00:33:45,DATE=05/05/2026",normal
05/05/2026,00:35:47,33,27.54,70.75,1009.32,0,"PM25=33,T=27.54,H=70.75,P=1009.32,UV=0.00,TIME=00:35:47,DATE=05/05/2026",normal
