date,time,pm25,temperature,humidity,pressure,uv,raw,weather_label
10/06/2026,00:00:00,33,28.56,67.72,1011.92,0,"PM25=33,T=28.56,H=67.72,P=1011.92,UV=0.00,TIME=00:00:00,DATE=10/06/2026",normal
10/06/2026,00:01:56,26,28.56,66.01,1011.99,0,"PM25=26,T=28.56,H=66.01,P=1011.99,UV=0.00,TIME=00:01:56,DATE=10/06/2026",normal
10/06/2026,00:03:56,29,27.96,64.35,1011.81,0,"PM25=29,T=27.96,H=64.35,P=1011.81,UV=0.00,TIME=00:03:56,DATE=10/06/2026",normal
10/06/2026,00:05:53,25,28.5,67.13,1012.01,0,"PM25=25,T=28.50,H=67.13,P=1012.01,UV=0.00,TIME=00:05:53,DATE=10/06/2026",normal
10/06/2026,00:07:52,27,28.68,64.1,1011.89,0,"PM25=27,T=28.68,H=64.10,P=1011.89,UV=0.00,TIME=00:07:52,DATE=10/06/2026",normal
10/06/2026,00:09:50,26,28.48,64.35,1012.0,0,"PM25=26,T=28.48,H=64.35,P=1012.00,UV=0.00,TIME=00:09:50,DATE=10/06/2026",normal
10/06/2026,00:11:50,29,29.42,62.37,1011.83,0,"PM25=29,T=29.42,H=62.37,P=1011.83,UV=0.00,TIME=00:11:50,DATE=10/06/2026",normal
10/06/2026,00:13:51,22,28.35,64.72,1011.85,0,"PM25=22,T=28.35,H=64.72,P=1011.85,UV=0.00,TIME=00:13:51,DATE=10/06/2026",normal
10/06/2026,00:15:51,23,28.8,62.91,1011.98,0,"PM25=23,T=28.80,H=62.91,P=1011.98,UV=0.00,TIME=00:15:51,DATE=10/06/2026",normal
10/06/2026,00:17:46,23,28.2,65.49,1011.91,0,"PM25=23,T=28.20,H=65.49,P=1011.91,UV=0.00,TIME=00:17:46,DATE=10/06/2026",normal
10/06/2026,00:19:50,24,28.26,65.82,1011.81,0,"PM25=24,T=28.26,H=65.82,P=1011.81,UV=0.00,TIME=00:19:50,DATE=10/06/2026",normal
10/06/2026,00:21:54,33,28.63,66.42,1011.9,0,"PM25=33,T=28.63,H=66.42,P=1011.90,UV=0.00,TIME=00:21:54,DATE=10/06/2026",normal
10/06/2026,00:23:56,36,28.26,62.93,1011.89,0,"PM25=36,T=28.26,H=62.93,P=1011.89,UV=0.00,TIME=00:23:56,DATE=10/06/2026",normal
10/06/2026,00:25:56,33,28.16,63.63,1011.89,0,"PM25=33,T=28.16,H=63.63,P=1011.89,UV=0.00,TIME=00:25:56,DATE=10/06/2026",normal
10/06/2026,00:27:53,24,28.51,63.86,1011.8,0,"PM25=24,T=28.51,H=63.86,P=1011.80,UV=0.00,TIME=00:27:53,DATE=10/06/2026",normal
10/06/2026,00:29:57,32,28.76,61.97,1011.8,0,"PM25=32,T=28.76,H=61.97,P=1011.80,UV=0.00,TIME=00:29:57,DATE=10/06/2026",normal
10/06/2026,00:32:01,34,28.53,62.71,1011.81,0,"PM25=34,T=28.53,H=62.71,P=1011.81,UV=0.00,TIME=00:32:01,DATE=10/06/2026",normal
10/06/2026,00:34:00,28,28.84,61.3,1011.9,0,"PM25=28,T=28.84,H=61.30,P=1011.90,UV=0.00,TIME=00:34:00,DATE=10/06/2026",normal
10/06/2026,00:35:59,40,28.97,66.84,1011.8,0,"PM25=40,T=28.97,H=66.84,P=1011.80,UV=0.00,TIME=00:35:59,DATE=10/06/2026",normal
10/06/2026,00:38:02,19,28.74,63.33,1011.63,0,"PM25=19,T=28.74,H=63.33,P=1011.63,UV=0.00,TIME=00:38:02,DATE=10/06/2026",normal
10/06/2026,00:40:06,30,28.7,65.38,1011.95,0,"PM25=30,T=28.70,H=65.38,P=1011.95,UV=0.00,TIME=00:40:06,DATE=10/06/2026",normal
10/06/2026,00:42:09,34,28.66,65.31,1011.75,0,"PM25=34,T=28.66,H=65.31,P=1011.75,UV=0.00,TIME=00:42:09,DATE=10/06/2026",normal
10/06/2026,00:44:09,27,28.53,62.48,1011.76,0,"PM25=27,T=28.53,H=62.48,P=1011.76,UV=0.00,TIME=00:44:09,DATE=10/06/2026",normal
