date,time,pm25,temperature,humidity,pressure,uv,raw,weather_label
19/05/2026,00:00:00,47,24.87,85.01,1008.68,0.01,"PM25=47,T=24.87,H=85.01,P=1008.68,UV=0.01,TIME=00:00:00,DATE=19/05/2026",normal
19/05/2026,00:01:58,57,24.95,84.53,1008.58,0,"PM25=57,T=24.95,H=84.53,P=1008.58,UV=0.00,TIME=00:01:58,DATE=19/05/2026",normal
19/05/2026,00:04:01,78,25.08,83.85,1008.65,0,"PM25=78,T=25.08,H=83.85,P=1008.65,UV=0.00,TIME=00:04:01,DATE=19/05/2026",normal
19/05/2026,00:05:57,69,24.87,84.75,1008.53,0,"PM25=69,T=24.87,H=84.75,P=1008.53,UV=0.00,TIME=00:05:57,DATE=19/05/2026",normal
19/05/2026,00:07:54,50,25.47,84.02,1008.58,0,"PM25=50,T=25.47,H=84.02,P=1008.58,UV=0.00,TIME=00:07:54,DATE=19/05/2026",normal
19/05/2026,00:09:58,80,25.1,86.02,1008.55,0,"PM25=80,T=25.10,H=86.02,P=1008.55,UV=0.00,TIME=00:09:58,DATE=19/05/2026",normal
19/05/2026,00:11:57,44,25.26,84.36,1008.65,0,"PM25=44,T=25.26,H=84.36,P=1008.65,UV=0.00,TIME=00:11:57,DATE=19/05/2026",normal
19/05/2026,00:13:55,76,25.24,82.99,1008.55,0,"PM25=76,T=25.24,H=82.99,P=1008.55,UV=0.00,TIME=00:13:55,DATE=19/05/2026",normal
19/05/2026,00:16:00,50,25.32,85.0,1008.44,0,"PM25=50,T=25.32,H=85.00,P=1008.44,UV=0.00,TIME=00:16:00,DATE=19/05/2026",normal
19/05/2026,00:17:57,44,25.04,84.25,1008.68,0,"PM25=44,T=25.04,H=84.25,P=1008.68,UV=0.00,TIME=00:17:57,DATE=19/05/2026",normal
19/05/2026,00:19:55,40,24.94,82.5,1008.54,0,"PM25=40,T=24.94,H=82.50,P=1008.54,UV=0.00,TIME=00:19:55,DATE=19/05/2026",normal
19/05/2026,00:21:58,81,25.24,81.49,1008.69,0.01,"PM25=81,T=25.24,H=81.49,P=1008.69,UV=0.01,TIME=00:21:58,DATE=19/05/2026",normal
19/05/2026,00:24:01,70,25.25,83.26,1008.51,0,"PM25=70,T=25.25,H=83.26,P=1008.51,UV=0.00,TIME=00:24:01,DATE=19/05/2026",normal
19/05/2026,00:26:00,76,25.22,83.87,1008.39,0.01,"PM25=76,T=25.22,H=83.87,P=1008.39,UV=0.01,TIME=00:26:00,DATE=19/05/2026",normal
19/05/2026,00:28:01,58,25.54,82.91,1008.36,0,"PM25=58,T=25.54,H=82.91,P=1008.36,UV=0.00,TIME=00:28:01,DATE=19/05/2026",normal
19/05/2026,00:30:03,73,25.18,83.96,1008.68,0,"PM25=73,T=25.18,H=83.96,P=1008.68,UV=0.00,TIME=00:30:03,DATE=19/05/2026",normal
19/05/2026,00:31:59,53,25.13,86.14,1008.53,0,"PM25=53,T=25.13,H=86.14,P=1008.53,UV=0.00,TIME=00:31:59,DATE=19/05/2026",normal
19/05/2026,00:34:02,72,25.14,83.54,1008.48,0,"PM25=72,T=25.14,H=83.54,P=1008.48,UV=0.00,TIME=00:34:02,DATE=19/05/2026",normal
19/05/2026,00:36:05,73,24.81,84.02,1008.5,0,"PM25=73,T=24.81,H=84.02,P=1008.50,UV=0.00,TIME=00:36:05,DATE=19/05/2026",normal
