date,time,pm25,temperature,humidity,pressure,uv,raw,weather_label
24/05/2026,00:00:00,72,24.75,89.14,1007.36,0,"PM25=72,T=24.75,H=89.14,P=1007.36,UV=0.00,TIME=00:00:00,DATE=24/05/2026",rainy
24/05/2026,00:02:05,57,24.76,88.36,1007.52,0,"PM25=57,T=24.76,H=88.36,P=1007.52,UV=0.00,TIME=00:02:05,DATE=24/05/2026",rainy
24/05/2026,00:04:09,35,24.47,84.91,1006.96,0,"PM25=35,T=24.47,H=84.91,P=1006.96,UV=0.00,TIME=00:04:09,DATE=24/05/2026",rainy
24/05/2026,00:06:08,73,24.7,85.94,1007.14,0,"PM25=73,T=24.70,H=85.94,P=1007.14,UV=0.00,TIME=00:06:08,DATE=24/05/2026",rainy
24/05/2026,00:08:06,63,24.92,88.72,1007.13,0,"PM25=63,T=24.92,H=88.72,P=1007.13,UV=0.00,TIME=00:08:06,DATE=24/05/2026",rainy
24/05/2026,00:10:09,68,24.62,93.96,1007.19,0,"PM25=68,T=24.62,H=93.96,P=1007.19,UV=0.00,TIME=00:10:09,DATE=24/05/2026",rainy
24/05/2026,00:12:11,47,24.71,84.36,1007.0,0,"PM25=47,T=24.71,H=84.36,P=1007.00,UV=0.00,TIME=00:12:11,DATE=24/05/2026",rainy
24/05/2026,00:14:14,70,24.9,86.34,1007.27,0,"PM25=70,T=24.90,H=86.34,P=1007.27,UV=0.00,TIME=00:14:14,DATE=24/05/2026",rainy
24/05/2026,00:16:16,49,24.77,91.21,1007.01,0,"PM25=49,T=24.77,H=91.21,P=1007.01,UV=0.00,TIME=00:16:16,DATE=24/05/2026",rainy
24/05/2026,00:18:12,62,24.84,92.81,1007.15,0,"PM25=62,T=24.84,H=92.81,P=1007.15,UV=0.00,TIME=00:18:12,DATE=24/05/2026",rainy
24/05/2026,00:20:10,31,24.81,84.76,1007.19,0,"PM25=31,T=24.81,H=84.76,P=1007.19,UV=0.00,TIME=00:20:10,DATE=24/05/2026",rainy
24/05/2026,00:22:07,69,24.73,84.93,1006.95,0,"PM25=69,T=24.73,H=84.93,P=1006.95,UV=0.00,TIME=00:22:07,DATE=24/05/2026",rainy
24/05/2026,00:24:11,48,24.88,83.88,1006.87,0,"PM25=48,T=24.88,H=83.88,P=1006.87,UV=0.00,TIME=00:24:11,DATE=24/05/2026",rainy
24/05/2026,00:26:15,51,24.84,87.77,1007.07,0,"PM25=51,T=24.84,H=87.77,P=1007.07,UV=0.00,TIME=00:26:15,DATE=24/05/2026",rainy
24/05/2026,00:28:10,50,24.93,86.02,1007.12,0,"PM25=50,T=24.93,H=86.02,P=1007.12,UV=0.00,TIME=00:28:10,DATE=24/05/2026",rainy
24/05/2026,00:30:08,42,24.72,86.13,1007.19,0,"PM25=42,T=24.72,H=86.13,P=1007.19,UV=0.00,TIME=00:30:08,DATE=24/05/2026",rainy
24/05/2026,00:32:09,48,24.61,91.47,1007.2,0,"PM25=48,T=24.61,H=91.47,P=1007.20,UV=0.00,TIME=00:32:09,DATE=24/05/2026",rainy
24/05/2026,00:34:08,35,24.69,90.75,1007.24,0,"PM25=35,T=24.69,H=90.75,P=1007.24,UV=0.00,TIME=00:34:08,DATE=24/05/2026",rainy
24/05/2026,00:36:07,51,24.8,92.52,1007.11,0,"PM25=51,T=24.80,H=92.52,P=1007.11,UV=0.00,TIME=00:36:07,DATE=24/05/2026",rainy
24/05/2026,00:38:07,63,24.52,85.29,1007.29,0,"PM25=63,T=24.52,H=85.29,P=1007.29,UV=0.00,TIME=00:38:07,DATE=24/05/2026",rainy
24/05/2026,00:40:11,82,24.42,90.38,1007.1,0,"PM25=82,T=24.42,H=90.38,P=1007.10,UV=0.00,TIME=00:40:11,DATE=24/05/2026",rainy
24/05/2026,00:42:08,55,24.42,87.71,1007.13,0,"PM25=55,T=24.42,H=87.71,P=1007.13,UV=0.00,TIME=00:42:08,DATE=24/05/2026",rainy
24/05/2026,00:44:04,35,24.71,84.22,1007.12,0,"PM25=35,T=24.71,H=84.22,P=1007.12,UV=0.00,TIME=00:44:04,DATE=24/05/2026",rainy
24/05/2026,00:46:09,35,24.85,92.91,1007.09,0,"PM25=35,T=24.85,H=92.91,P=1007.09,UV=0.00,TIME=00:46:09,DATE=24/05/2026",rainy
24/05/2026,00:48:10,57,24.97,84.0,1007.14,0,"PM25=57,T=24.97,H=84.00,P=1007.14,UV=0.00,TIME=00:48:10,DATE=24/05/2026",rainy
24/05/2026,00:50:13,63,24.69,94.3,1006.94,0,"PM25=63,T=24.69,H=94.30,P=1006.94,UV=0.00,TIME=00:50:13,DATE=24/05/2026",rainy
24/05/2026,00:52:16,68,25.06,88.79,1007.17,0,"PM25=68,T=25.06,H=88.79,P=1007.17,UV=0.00,TIME=00:52:16,DATE=24/05/2026",rainy
24/05/2026,00:54:13,65,24.5,88.51,1007.31,0,"PM25=65,T=24.50,H=88.51,P=1007.31,UV=0.00,TIME=00:54:13,DATE=24/05/2026",rainy
24/05/2026,00:56:08,47,24.83,84.65,1007.16,0,"PM25=47,T=24.83,H=84.65,P=1007.16,UV=0.00,TIME=00:56:08,DATE=24/05/2026",rainy
24/05/2026,00:58:04,35,24.33,93.2,1007.25,0,"PM25=35,T=24.33,H=93.20,P=1007.25,UV=0.00,TIME=00:58:04,DATE=24/05/2026",rainy
24/05/2026,01:00:06,42,24.89,89.81,1006.99,0,"PM25=42,T=24.89,H=89.81,P=1006.99,UV=0.00,TIME=01:00:06,DATE=24/05/2026",rainy
24/05/2026,01:02:05,56,24.51,87.0,1007.27,0,"PM25=56,T=24.51,H=87.00,P=1007.27,UV=0.00,TIME=01:02:05,DATE=24/05/2026",rainy
24/05/2026,01:04:08,61,24.64,92.0,1006.91,0,"PM25=61,T=24.64,H=92.00,P=1006.91,UV=0.00,TIME=01:04:08,DATE=24/05/2026",rainy
24/05/2026,01:06:05,44,24.79,91.1,1007.18,0,"PM25=44,T=24.79,H=91.10,P=1007.18,UV=0.00,TIME=01:06:05,DATE=24/05/2026",rainy
24/05/2026,01:08:00,34,24.89,93.02,1007.22,0,"PM25=34,T=24.89,H=93.02,P=1007.22,UV=0.00,TIME=01:08:00,DATE=24/05/2026",rainy
24/05/2026,01:10:05,42,25.04,92.3,1006.95,0,"PM25=42,T=25.04,H=92.30,P=1006.95,UV=0.00,TIME=01:10:05,DATE=24/05/2026",rainy
24/05/2026,01:12:02,77,24.91,86.38,1007.5,0,"PM25=77,T=24.91,H=86.38,P=1007.50,UV=0.00,TIME=01:12:02,DATE=24/05/2026",rainy
24/05/2026,01:14:00,50,24.7,92.39,1007.09,0,"PM25=50,T=24.70,H=92.39,P=1007.09,UV=0.00,TIME=01:14:00,DATE=24/05/2026",rainy
