date,time,pm25,temperature,humidity,pressure,uv,raw,weather_label
30/04/2026,0:00:28,25,26.24,64.73,1015.15,0,"PM25=25,T=26.24,H=64.73,P=1015.15,UV=0.00,TIME=00:00:28,DATE=30/04/2026",normal
30/04/2026,0:02:29,27,26.33,64.44,1015.15,0,"PM25=27,T=26.33,H=64.44,P=1015.15,UV=0.00,TIME=00:02:29,DATE=30/04/2026",normal
30/04/2026,0:04:29,24,26.08,64.92,1015.16,0,"PM25=24,T=26.08,H=64.92,P=1015.16,UV=0.00,TIME=00:04:29,DATE=30/04/2026",normal
30/04/2026,0:06:30,25,26.43,64.73,1015.23,0,"PM25=25,T=26.43,H=64.73,P=1015.23,UV=0.00,TIME=00:06:30,DATE=30/04/2026",normal
30/04/2026,0:08:30,28,26.39,64.58,1015.23,0,"PM25=28,T=26.39,H=64.58,P=1015.23,UV=0.00,TIME=00:08:30,DATE=30/04/2026",normal
30/04/2026,0:10:31,25,26.27,64.54,1015.23,0,"PM25=25,T=26.27,H=64.54,P=1015.23,UV=0.00,TIME=00:10:31,DATE=30/04/2026",normal
30/04/2026,0:12:32,23,26.18,64.9,1015.21,0,"PM25=23,T=26.18,H=64.90,P=1015.21,UV=0.00,TIME=00:12:32,DATE=30/04/2026",normal
30/04/2026,0:14:32,23,26.31,64.78,1015.21,0,"PM25=23,T=26.31,H=64.78,P=1015.21,UV=0.00,TIME=00:14:32,DATE=30/04/2026",normal
30/04/2026,0:16:33,26,26.15,65.05,1015.21,0,"PM25=26,T=26.15,H=65.05,P=1015.21,UV=0.00,TIME=00:16:33,DATE=30/04/2026",normal
30/04/2026,0:18:33,25,25.87,65.65,1015.2,0,"PM25=25,T=25.87,H=65.65,P=1015.20,UV=0.00,TIME=00:18:33,DATE=30/04/2026",normal
30/04/2026,0:20:34,27,25.94,65.69,1015.17,0,"PM25=27,T=25.94,H=65.69,P=1015.17,UV=0.00,TIME=00:20:34,DATE=30/04/2026",normal
30/04/2026,0:22:34,27,26.05,65.4,1015.14,0,"PM25=27,T=26.05,H=65.40,P=1015.14,UV=0.00,TIME=00:22:34,DATE=30/04/2026",normal
30/04/2026,0:24:35,25,26.19,65.48,1015.12,0,"PM25=25,T=26.19,H=65.48,P=1015.12,UV=0.00,TIME=00:24:35,DATE=30/04/2026",normal
30/04/2026,0:26:36,25,26.33,65.06,1015.11,0,"PM25=25,T=26.33,H=65.06,P=1015.11,UV=0.00,TIME=00:26:36,DATE=30/04/2026",normal
30/04/2026,0:28:36,24,26.19,65.03,1015.07,0,"PM25=24,T=26.19,H=65.03,P=1015.07,UV=0.00,TIME=00:28:36,DATE=30/04/2026",normal
30/04/2026,0:30:37,24,26.08,64.8,1015.03,0,"PM25=24,T=26.08,H=64.80,P=1015.03,UV=0.00,TIME=00:30:37,DATE=30/04/2026",normal
30/04/2026,0:32:37,26,26.13,64.73,1015.03,0,"PM25=26,T=26.13,H=64.73,P=1015.03,UV=0.00,TIME=00:32:37,DATE=30/04/2026",normal
30/04/2026,0:34:38,23,25.92,65.22,1015,0,"PM25=23,T=25.92,H=65.22,P=1015.00,UV=0.00,TIME=00:34:38,DATE=30/04/2026",normal
30/04/2026,0:36:39,26,26.02,65.19,1014.98,0,"PM25=26,T=26.02,H=65.19,P=1014.98,UV=0.00,TIME=00:36:39,DATE=30/04/2026",normal
30/04/2026,0:38:39,23,26.2,64.82,1014.94,0,"PM25=23,T=26.20,H=64.82,P=1014.94,UV=0.00,TIME=00:38:39,DATE=30/04/2026",normal
30/04/2026,0:40:40,23,25.92,64.45,1014.97,0,"PM25=23,T=25.92,H=64.45,P=1014.97,UV=0.00,TIME=00:40:40,DATE=30/04/2026",normal
30/04/2026,0:42:40,23,25.78,64.67,1014.94,0,"PM25=23,T=25.78,H=64.67,P=1014.94,UV=0.00,TIME=00:42:40,DATE=30/04/2026",normal
30/04/2026,0:44:41,19,25.93,64.29,1014.99,0,"PM25=19,T=25.93,H=64.29,P=1014.99,UV=0.00,TIME=00:44:41,DATE=30/04/2026",normal
30/04/2026,0:46:41,22,26.1,64.22,1015.02,0,"PM25=22,T=26.10,H=64.22,P=1015.02,UV=0.00,TIME=00:46:41,DATE=30/04/2026",normal
30/04/2026,0:48:42,19,26.08,63.85,1015.03,0,"PM25=19,T=26.08,H=63.85,P=1015.03,UV=0.00,TIME=00:48:42,DATE=30/04/2026",normal
30/04/2026,0:50:43,19,25.91,64.09,1015.04,0,"PM25=19,T=25.91,H=64.09,P=1015.04,UV=0.00,TIME=00:50:43,DATE=30/04/2026",normal
30/04/2026,0:52:43,20,26,63.96,1015.06,0,"PM25=20,T=26.00,H=63.96,P=1015.06,UV=0.00,TIME=00:52:43,DATE=30/04/2026",normal
30/04/2026,0:54:44,19,25.9,64.2,1015.04,0,"PM25=19,T=25.90,H=64.20,P=1015.04,UV=0.00,TIME=00:54:44,DATE=30/04/2026",normal
30/04/2026,0:56:44,19,25.95,64.13,1015.06,0,"PM25=19,T=25.95,H=64.13,P=1015.06,UV=0.00,TIME=00:56:44,DATE=30/04/2026",normal
30/04/2026,0:58:45,18,26.1,63.94,1015.08,0,"PM25=18,T=26.10,H=63.94,P=1015.08,UV=0.00,TIME=00:58:45,DATE=30/04/2026",normal
30/04/2026,1:00:45,19,26.2,63.83,1015.07,0,"PM25=19,T=26.20,H=63.83,P=1015.07,UV=0.00,TIME=01:00:45,DATE=30/04/2026",normal
30/04/2026,1:02:46,17,25.93,63.42,1015.05,0,"PM25=17,T=25.93,H=63.42,P=1015.05,UV=0.00,TIME=01:02:46,DATE=30/04/2026",normal
30/04/2026,1:04:47,19,26.01,63.84,1015.05,0,"PM25=19,T=26.01,H=63.84,P=1015.05,UV=0.00,TIME=01:04:47,DATE=30/04/2026",normal
30/04/2026,1:06:47,17,25.97,63.42,1015.01,0,"PM25=17,T=25.97,H=63.42,P=1015.01,UV=0.00,TIME=01:06:47,DATE=30/04/2026",normal
30/04/2026,1:08:48,16,25.98,63.64,1014.97,0,"PM25=16,T=25.98,H=63.64,P=1014.97,UV=0.00,TIME=01:08:48,DATE=30/04/2026",normal
30/04/2026,1:10:48,20,25.87,63.96,1014.91,0,"PM25=20,T=25.87,H=63.96,P=1014.91,UV=0.00,TIME=01:10:48,DATE=30/04/2026",normal
30/04/2026,1:12:49,17,25.8,63.9,1014.85,0,"PM25=17,T=25.80,H=63.90,P=1014.85,UV=0.00,TIME=01:12:49,DATE=30/04/2026",normal
30/04/2026,1:14:49,17,26.07,63.67,1014.8,0,"PM25=17,T=26.07,H=63.67,P=1014.80,UV=0.00,TIME=01:14:49,DATE=30/04/2026",normal
30/04/2026,1:16:50,19,26.14,63.43,1014.77,0,"PM25=19,T=26.14,H=63.43,P=1014.77,UV=0.00,TIME=01:16:50,DATE=30/04/2026",normal
30/04/2026,1:18:51,19,26.06,63.35,1014.76,0,"PM25=19,T=26.06,H=63.35,P=1014.76,UV=0.00,TIME=01:18:51,DATE=30/04/2026",normal
30/04/2026,1:20:51,17,25.82,63.8,1014.73,0,"PM25=17,T=25.82,H=63.80,P=1014.73,UV=0.00,TIME=01:20:51,DATE=30/04/2026",normal
30/04/2026,1:22:52,17,25.73,63.65,1014.68,0,"PM25=17,T=25.73,H=63.65,P=1014.68,UV=0.00,TIME=01:22:52,DATE=30/04/2026",normal
30/04/2026,1:24:52,16,25.54,64.2,1014.68,0,"PM25=16,T=25.54,H=64.20,P=1014.68,UV=0.00,TIME=01:24:52,DATE=30/04/2026",normal
30/04/2026,1:26:53,19,25.8,63.91,1014.74,0,"PM25=19,T=25.80,H=63.91,P=1014.74,UV=0.00,TIME=01:26:53,DATE=30/04/2026",normal
30/04/2026,1:28:53,18,25.83,63.55,1014.74,0,"PM25=18,T=25.83,H=63.55,P=1014.74,UV=0.00,TIME=01:28:53,DATE=30/04/2026",normal
30/04/2026,1:30:54,17,25.81,63.38,1014.69,0,"PM25=17,T=25.81,H=63.38,P=1014.69,UV=0.00,TIME=01:30:54,DATE=30/04/2026",normal
30/04/2026,1:32:55,16,25.76,63.49,1014.7,0,"PM25=16,T=25.76,H=63.49,P=1014.70,UV=0.00,TIME=01:32:55,DATE=30/04/2026",normal
30/04/2026,1:34:55,19,25.8,62.83,1014.63,0,"PM25=19,T=25.80,H=62.83,P=1014.63,UV=0.00,TIME=01:34:55,DATE=30/04/2026",normal
30/04/2026,1:36:56,16,25.79,63.12,1014.55,0,"PM25=16,T=25.79,H=63.12,P=1014.55,UV=0.00,TIME=01:36:56,DATE=30/04/2026",normal
30/04/2026,1:38:56,15,25.88,62.9,1014.51,0,"PM25=15,T=25.88,H=62.90,P=1014.51,UV=0.00,TIME=01:38:56,DATE=30/04/2026",normal
30/04/2026,1:40:57,18,25.72,63.26,1014.48,0,"PM25=18,T=25.72,H=63.26,P=1014.48,UV=0.00,TIME=01:40:57,DATE=30/04/2026",normal
30/04/2026,1:42:57,18,25.73,63.17,1014.44,0,"PM25=18,T=25.73,H=63.17,P=1014.44,UV=0.00,TIME=01:42:57,DATE=30/04/2026",normal
30/04/2026,1:44:58,16,25.81,63.09,1014.45,0,"PM25=16,T=25.81,H=63.09,P=1014.45,UV=0.00,TIME=01:44:58,DATE=30/04/2026",normal
30/04/2026,1:46:59,19,25.66,62.93,1014.47,0,"PM25=19,T=25.66,H=62.93,P=1014.47,UV=0.00,TIME=01:46:59,DATE=30/04/2026",normal
30/04/2026,1:48:59,18,25.66,62.73,1014.51,0,"PM25=18,T=25.66,H=62.73,P=1014.51,UV=0.00,TIME=01:48:59,DATE=30/04/2026",normal
30/04/2026,1:51:00,17,25.52,63.31,1014.49,0,"PM25=17,T=25.52,H=63.31,P=1014.49,UV=0.00,TIME=01:51:00,DATE=30/04/2026",normal
30/04/2026,1:53:00,17,25.65,63.17,1014.52,0,"PM25=17,T=25.65,H=63.17,P=1014.52,UV=0.00,TIME=01:53:00,DATE=30/04/2026",normal
30/04/2026,1:55:01,18,25.77,62.89,1014.5,0,"PM25=18,T=25.77,H=62.89,P=1014.50,UV=0.00,TIME=01:55:01,DATE=30/04/2026",normal
30/04/2026,1:57:01,17,25.82,63.11,1014.49,0,"PM25=17,T=25.82,H=63.11,P=1014.49,UV=0.00,TIME=01:57:01,DATE=30/04/2026",normal
30/04/2026,1:59:02,17,25.43,63.94,1014.37,0,"PM25=17,T=25.43,H=63.94,P=1014.37,UV=0.00,TIME=01:59:02,DATE=30/04/2026",normal
30/04/2026,2:01:03,20,25.61,63.58,1014.37,0,"PM25=20,T=25.61,H=63.58,P=1014.37,UV=0.00,TIME=02:01:03,DATE=30/04/2026",normal
30/04/2026,2:03:03,21,25.54,63.97,1014.32,0,"PM25=21,T=25.54,H=63.97,P=1014.32,UV=0.00,TIME=02:03:03,DATE=30/04/2026",normal
30/04/2026,2:05:04,18,25.45,64.29,1014.28,0,"PM25=18,T=25.45,H=64.29,P=1014.28,UV=0.00,TIME=02:05:04,DATE=30/04/2026",normal
30/04/2026,2:07:04,18,25.43,64.23,1014.27,0,"PM25=18,T=25.43,H=64.23,P=1014.27,UV=0.00,TIME=02:07:04,DATE=30/04/2026",normal
30/04/2026,2:09:05,19,25.57,64.23,1014.26,0,"PM25=19,T=25.57,H=64.23,P=1014.26,UV=0.00,TIME=02:09:05,DATE=30/04/2026",normal
30/04/2026,2:11:05,20,25.62,64.11,1014.26,0,"PM25=20,T=25.62,H=64.11,P=1014.26,UV=0.00,TIME=02:11:05,DATE=30/04/2026",normal
30/04/2026,2:13:06,18,25.59,64.42,1014.23,0,"PM25=18,T=25.59,H=64.42,P=1014.23,UV=0.00,TIME=02:13:06,DATE=30/04/2026",normal
30/04/2026,2:15:07,20,25.38,65.14,1014.2,0,"PM25=20,T=25.38,H=65.14,P=1014.20,UV=0.00,TIME=02:15:07,DATE=30/04/2026",normal
30/04/2026,2:17:07,18,25.34,65.06,1014.12,0,"PM25=18,T=25.34,H=65.06,P=1014.12,UV=0.00,TIME=02:17:07,DATE=30/04/2026",normal
30/04/2026,2:19:08,18,25.35,64.64,1014.09,0,"PM25=18,T=25.35,H=64.64,P=1014.09,UV=0.00,TIME=02:19:08,DATE=30/04/2026",normal
30/04/2026,2:21:08,15,25.56,64.32,1014.1,0,"PM25=15,T=25.56,H=64.32,P=1014.10,UV=0.00,TIME=02:21:08,DATE=30/04/2026",normal
30/04/2026,2:23:09,15,25.39,64.53,1014.08,0,"PM25=15,T=25.39,H=64.53,P=1014.08,UV=0.00,TIME=02:23:09,DATE=30/04/2026",normal
30/04/2026,2:25:09,20,25.26,65.08,1014.06,0,"PM25=20,T=25.26,H=65.08,P=1014.06,UV=0.00,TIME=02:25:09,DATE=30/04/2026",normal
30/04/2026,2:27:10,20,25.34,64.94,1014.08,0,"PM25=20,T=25.34,H=64.94,P=1014.08,UV=0.00,TIME=02:27:10,DATE=30/04/2026",normal
30/04/2026,2:29:11,15,25.53,64.33,1014.07,0,"PM25=15,T=25.53,H=64.33,P=1014.07,UV=0.00,TIME=02:29:11,DATE=30/04/2026",normal
30/04/2026,2:31:11,19,25.18,64.67,1013.98,0,"PM25=19,T=25.18,H=64.67,P=1013.98,UV=0.00,TIME=02:31:11,DATE=30/04/2026",normal
30/04/2026,2:33:12,15,25.45,63.78,1013.96,0,"PM25=15,T=25.45,H=63.78,P=1013.96,UV=0.00,TIME=02:33:12,DATE=30/04/2026",normal
30/04/2026,2:35:12,14,25.37,63.64,1013.94,0,"PM25=14,T=25.37,H=63.64,P=1013.94,UV=0.00,TIME=02:35:12,DATE=30/04/2026",normal
30/04/2026,2:37:13,16,25.54,63.63,1013.88,0,"PM25=16,T=25.54,H=63.63,P=1013.88,UV=0.00,TIME=02:37:13,DATE=30/04/2026",normal
30/04/2026,2:39:14,16,25.44,63.49,1013.85,0,"PM25=16,T=25.44,H=63.49,P=1013.85,UV=0.00,TIME=02:39:14,DATE=30/04/2026",normal
30/04/2026,2:41:14,13,25.37,63.31,1013.85,0,"PM25=13,T=25.37,H=63.31,P=1013.85,UV=0.00,TIME=02:41:14,DATE=30/04/2026",normal
30/04/2026,2:43:15,15,25.35,63.33,1013.85,0,"PM25=15,T=25.35,H=63.33,P=1013.85,UV=0.00,TIME=02:43:15,DATE=30/04/2026",normal
30/04/2026,2:45:15,15,25.46,62.9,1013.81,0,"PM25=15,T=25.46,H=62.90,P=1013.81,UV=0.00,TIME=02:45:15,DATE=30/04/2026",normal
30/04/2026,2:47:16,14,25.23,63.35,1013.82,0,"PM25=14,T=25.23,H=63.35,P=1013.82,UV=0.00,TIME=02:47:16,DATE=30/04/2026",normal
30/04/2026,2:49:16,14,25.36,63.13,1013.88,0,"PM25=14,T=25.36,H=63.13,P=1013.88,UV=0.00,TIME=02:49:16,DATE=30/04/2026",normal
30/04/2026,2:51:17,19,25.2,63.14,1013.88,0,"PM25=19,T=25.20,H=63.14,P=1013.88,UV=0.00,TIME=02:51:17,DATE=30/04/2026",normal
30/04/2026,2:53:18,11,25.26,63.11,1013.87,0,"PM25=11,T=25.26,H=63.11,P=1013.87,UV=0.00,TIME=02:53:18,DATE=30/04/2026",normal
30/04/2026,2:55:18,14,25.19,62.96,1013.84,0,"PM25=14,T=25.19,H=62.96,P=1013.84,UV=0.00,TIME=02:55:18,DATE=30/04/2026",normal
30/04/2026,2:57:19,16,25.19,63.04,1013.82,0,"PM25=16,T=25.19,H=63.04,P=1013.82,UV=0.00,TIME=02:57:19,DATE=30/04/2026",normal
30/04/2026,2:59:19,15,25.09,62.61,1013.83,0,"PM25=15,T=25.09,H=62.61,P=1013.83,UV=0.00,TIME=02:59:19,DATE=30/04/2026",normal
30/04/2026,3:01:20,16,25.13,62.84,1013.82,0,"PM25=16,T=25.13,H=62.84,P=1013.82,UV=0.00,TIME=03:01:20,DATE=30/04/2026",normal
30/04/2026,3:03:20,14,25.11,62.69,1013.83,0,"PM25=14,T=25.11,H=62.69,P=1013.83,UV=0.00,TIME=03:03:20,DATE=30/04/2026",normal
30/04/2026,3:05:21,14,25.42,62.07,1013.86,0,"PM25=14,T=25.42,H=62.07,P=1013.86,UV=0.00,TIME=03:05:21,DATE=30/04/2026",normal
30/04/2026,3:07:22,14,25.34,62.31,1013.86,0,"PM25=14,T=25.34,H=62.31,P=1013.86,UV=0.00,TIME=03:07:22,DATE=30/04/2026",normal
30/04/2026,3:09:22,12,25.02,62.78,1013.83,0,"PM25=12,T=25.02,H=62.78,P=1013.83,UV=0.00,TIME=03:09:22,DATE=30/04/2026",normal
30/04/2026,3:11:23,16,25.1,62.68,1013.83,0,"PM25=16,T=25.10,H=62.68,P=1013.83,UV=0.00,TIME=03:11:23,DATE=30/04/2026",normal
30/04/2026,3:13:23,14,24.99,63.11,1013.81,0,"PM25=14,T=24.99,H=63.11,P=1013.81,UV=0.00,TIME=03:13:23,DATE=30/04/2026",normal
30/04/2026,3:15:24,12,24.87,63.41,1013.74,0,"PM25=12,T=24.87,H=63.41,P=1013.74,UV=0.00,TIME=03:15:24,DATE=30/04/2026",normal
30/04/2026,3:17:24,16,25.06,63.23,1013.72,0,"PM25=16,T=25.06,H=63.23,P=1013.72,UV=0.00,TIME=03:17:24,DATE=30/04/2026",normal
30/04/2026,3:19:25,14,25.18,63.22,1013.68,0,"PM25=14,T=25.18,H=63.22,P=1013.68,UV=0.00,TIME=03:19:25,DATE=30/04/2026",normal
30/04/2026,3:21:26,14,24.88,63.06,1013.62,0,"PM25=14,T=24.88,H=63.06,P=1013.62,UV=0.00,TIME=03:21:26,DATE=30/04/2026",normal
30/04/2026,3:23:26,16,24.77,63.33,1013.62,0,"PM25=16,T=24.77,H=63.33,P=1013.62,UV=0.00,TIME=03:23:26,DATE=30/04/2026",normal
30/04/2026,3:25:27,15,24.87,63.18,1013.58,0,"PM25=15,T=24.87,H=63.18,P=1013.58,UV=0.00,TIME=03:25:27,DATE=30/04/2026",normal
30/04/2026,3:27:27,14,24.85,63.15,1013.59,0,"PM25=14,T=24.85,H=63.15,P=1013.59,UV=0.00,TIME=03:27:27,DATE=30/04/2026",normal
30/04/2026,3:29:28,17,24.79,62.94,1013.62,0,"PM25=17,T=24.79,H=62.94,P=1013.62,UV=0.00,TIME=03:29:28,DATE=30/04/2026",normal
30/04/2026,3:31:28,12,24.97,62.61,1013.69,0,"PM25=12,T=24.97,H=62.61,P=1013.69,UV=0.00,TIME=03:31:28,DATE=30/04/2026",normal
30/04/2026,3:33:29,13,24.84,62.81,1013.75,0,"PM25=13,T=24.84,H=62.81,P=1013.75,UV=0.00,TIME=03:33:29,DATE=30/04/2026",normal
30/04/2026,3:35:30,15,25.1,62.43,1013.79,0,"PM25=15,T=25.10,H=62.43,P=1013.79,UV=0.00,TIME=03:35:30,DATE=30/04/2026",normal
30/04/2026,3:37:30,13,25.02,62.29,1013.83,0,"PM25=13,T=25.02,H=62.29,P=1013.83,UV=0.00,TIME=03:37:30,DATE=30/04/2026",normal
30/04/2026,3:39:31,16,24.71,62.42,1013.78,0,"PM25=16,T=24.71,H=62.42,P=1013.78,UV=0.00,TIME=03:39:31,DATE=30/04/2026",normal
30/04/2026,3:41:31,14,24.65,62.82,1013.8,0,"PM25=14,T=24.65,H=62.82,P=1013.80,UV=0.00,TIME=03:41:31,DATE=30/04/2026",normal
30/04/2026,3:43:32,13,24.67,62.87,1013.78,0,"PM25=13,T=24.67,H=62.87,P=1013.78,UV=0.00,TIME=03:43:32,DATE=30/04/2026",normal
30/04/2026,3:45:32,13,24.81,62.4,1013.8,0,"PM25=13,T=24.81,H=62.40,P=1013.80,UV=0.00,TIME=03:45:32,DATE=30/04/2026",normal
30/04/2026,3:47:33,12,24.71,62.64,1013.83,0,"PM25=12,T=24.71,H=62.64,P=1013.83,UV=0.00,TIME=03:47:33,DATE=30/04/2026",normal
30/04/2026,3:49:34,13,24.89,62.18,1013.83,0,"PM25=13,T=24.89,H=62.18,P=1013.83,UV=0.00,TIME=03:49:34,DATE=30/04/2026",normal
30/04/2026,3:51:34,14,24.52,63,1013.87,0,"PM25=14,T=24.52,H=63.00,P=1013.87,UV=0.00,TIME=03:51:34,DATE=30/04/2026",normal
30/04/2026,3:53:35,13,24.76,62.49,1013.88,0,"PM25=13,T=24.76,H=62.49,P=1013.88,UV=0.00,TIME=03:53:35,DATE=30/04/2026",normal
30/04/2026,3:55:35,12,24.62,62.84,1013.88,0,"PM25=12,T=24.62,H=62.84,P=1013.88,UV=0.00,TIME=03:55:35,DATE=30/04/2026",normal
