date,time,pm25,temperature,humidity,pressure,uv,raw,weather_label
21/05/2026,00:00:00,55,24.99,92.87,1007.86,0,"PM25=55,T=24.99,H=92.87,P=1007.86,UV=0.00,TIME=00:00:00,DATE=21/05/2026",rainy
21/05/2026,00:02:00,69,24.35,87.99,1007.51,0,"PM25=69,T=24.35,H=87.99,P=1007.51,UV=0.00,TIME=00:02:00,DATE=21/05/2026",rainy
21/05/2026,00:03:56,72,24.79,88.57,1007.77,0,"PM25=72,T=24.79,H=88.57,P=1007.77,UV=0.00,TIME=00:03:56,DATE=21/05/2026",rainy
21/05/2026,00:06:01,47,24.59,90.72,1007.74,0,"PM25=47,T=24.59,H=90.72,P=1007.74,UV=0.00,TIME=00:06:01,DATE=21/05/2026",rainy
21/05/2026,00:08:01,73,24.63,86.81,1007.24,0,"PM25=73,T=24.63,H=86.81,P=1007.24,UV=0.00,TIME=00:08:01,DATE=21/05/2026",rainy
21/05/2026,00:10:00,42,24.33,94.92,1007.37,0,"PM25=42,T=24.33,H=94.92,P=1007.37,UV=0.00,TIME=00:10:00,DATE=21/05/2026",rainy
21/05/2026,00:12:01,49,24.67,88.14,1007.5,0,"PM25=49,T=24.67,H=88.14,P=1007.50,UV=0.00,TIME=00:12:01,DATE=21/05/2026",rainy
21/05/2026,00:14:04,51,24.73,85.57,1007.43,0,"PM25=51,T=24.73,H=85.57,P=1007.43,UV=0.00,TIME=00:14:04,DATE=21/05/2026",rainy
21/05/2026,00:16:08,29,24.42,93.44,1007.61,0,"PM25=29,T=24.42,H=93.44,P=1007.61,UV=0.00,TIME=00:16:08,DATE=21/05/2026",rainy
21/05/2026,00:18:12,49,24.59,92.49,1007.54,0,"PM25=49,T=24.59,H=92.49,P=1007.54,UV=0.00,TIME=00:18:12,DATE=21/05/2026",rainy
21/05/2026,00:20:17,65,24.77,94.47,1007.64,0,"PM25=65,T=24.77,H=94.47,P=1007.64,UV=0.00,TIME=00:20:17,DATE=21/05/2026",rainy
21/05/2026,00:22:17,75,24.89,90.3,1007.44,0,"PM25=75,T=24.89,H=90.30,P=1007.44,UV=0.00,TIME=00:22:17,DATE=21/05/2026",rainy
21/05/2026,00:24:16,57,24.62,93.36,1007.47,0,"PM25=57,T=24.62,H=93.36,P=1007.47,UV=0.00,TIME=00:24:16,DATE=21/05/2026",rainy
21/05/2026,00:26:13,54,24.45,94.67,1007.77,0,"PM25=54,T=24.45,H=94.67,P=1007.77,UV=0.00,TIME=00:26:13,DATE=21/05/2026",rainy
21/05/2026,00:28:10,63,24.43,94.06,1007.47,0,"PM25=63,T=24.43,H=94.06,P=1007.47,UV=0.00,TIME=00:28:10,DATE=21/05/2026",rainy
21/05/2026,00:30:09,39,24.38,92.52,1007.66,0,"PM25=39,T=24.38,H=92.52,P=1007.66,UV=0.00,TIME=00:30:09,DATE=21/05/2026",rainy
21/05/2026,00:32:07,65,24.8,94.82,1007.78,0,"PM25=65,T=24.80,H=94.82,P=1007.78,UV=0.00,TIME=00:32:07,DATE=21/05/2026",rainy
21/05/2026,00:34:03,49,25.03,86.52,1007.63,0,"PM25=49,T=25.03,H=86.52,P=1007.63,UV=0.00,TIME=00:34:03,DATE=21/05/2026",rainy
21/05/2026,00:36:08,62,24.98,91.55,1007.52,0,"PM25=62,T=24.98,H=91.55,P=1007.52,UV=0.00,TIME=00:36:08,DATE=21/05/2026",rainy
21/05/2026,00:38:04,63,24.62,90.76,1007.52,0,"PM25=63,T=24.62,H=90.76,P=1007.52,UV=0.00,TIME=00:38:04,DATE=21/05/2026",rainy
21/05/2026,00:40:01,42,24.5,85.94,1007.64,0,"PM25=42,T=24.50,H=85.94,P=1007.64,UV=0.00,TIME=00:40:01,DATE=21/05/2026",rainy
21/05/2026,00:42:03,74,24.71,91.94,1007.6,0,"PM25=74,T=24.71,H=91.94,P=1007.60,UV=0.00,TIME=00:42:03,DATE=21/05/2026",rainy
21/05/2026,00:44:02,38,24.62,87.33,1007.2,0,"PM25=38,T=24.62,H=87.33,P=1007.20,UV=0.00,TIME=00:44:02,DATE=21/05/2026",rainy
21/05/2026,00:46:01,57,24.53,93.84,1007.64,0,"PM25=57,T=24.53,H=93.84,P=1007.64,UV=0.00,TIME=00:46:01,DATE=21/05/2026",rainy
21/05/2026,00:48:00,27,24.36,94.98,1007.62,0,"PM25=27,T=24.36,H=94.98,P=1007.62,UV=0.00,TIME=00:48:00,DATE=21/05/2026",rainy
21/05/2026,00:49:56,49,24.67,91.92,1007.83,0,"PM25=49,T=24.67,H=91.92,P=1007.83,UV=0.00,TIME=00:49:56,DATE=21/05/2026",rainy
21/05/2026,00:52:01,73,25.1,95.49,1007.36,0,"PM25=73,T=25.10,H=95.49,P=1007.36,UV=0.00,TIME=00:52:01,DATE=21/05/2026",rainy
