date,time,pm25,temperature,humidity,pressure,uv,raw,weather_label
04/06/2026,00:00:00,24,28.63,64.34,1009.17,0,"PM25=24,T=28.63,H=64.34,P=1009.17,UV=0.00,TIME=00:00:00,DATE=04/06/2026",normal
04/06/2026,00:01:57,35,28.73,65.2,1009.0,0,"PM25=35,T=28.73,H=65.20,P=1009.00,UV=0.00,TIME=00:01:57,DATE=04/06/2026",normal
04/06/2026,00:03:54,32,29.42,65.59,1009.0,0,"PM25=32,T=29.42,H=65.59,P=1009.00,UV=0.00,TIME=00:03:54,DATE=04/06/2026",normal
04/06/2026,00:05:55,25,29.48,65.29,1009.18,0,"PM25=25,T=29.48,H=65.29,P=1009.18,UV=0.00,TIME=00:05:55,DATE=04/06/2026",normal
04/06/2026,00:07:51,33,28.98,63.93,1009.1,0,"PM25=33,T=28.98,H=63.93,P=1009.10,UV=0.00,TIME=00:07:51,DATE=04/06/2026",normal
04/06/2026,00:09:49,22,29.47,64.78,1009.09,0,"PM25=22,T=29.47,H=64.78,P=1009.09,UV=0.00,TIME=00:09:49,DATE=04/06/2026",normal
04/06/2026,00:11:54,28,29.22,62.71,1009.16,0,"PM25=28,T=29.22,H=62.71,P=1009.16,UV=0.00,TIME=00:11:54,DATE=04/06/2026",normal
04/06/2026,00:13:58,25,29.01,66.71,1008.92,0,"PM25=25,T=29.01,H=66.71,P=1008.92,UV=0.00,TIME=00:13:58,DATE=04/06/2026",normal
04/06/2026,00:15:59,32,29.02,65.19,1009.09,0,"PM25=32,T=29.02,H=65.19,P=1009.09,UV=0.00,TIME=00:15:59,DATE=04/06/2026",normal
04/06/2026,00:17:55,36,29.34,65.31,1009.11,0,"PM25=36,T=29.34,H=65.31,P=1009.11,UV=0.00,TIME=00:17:55,DATE=04/06/2026",normal
04/06/2026,00:19:50,20,29.51,64.44,1009.04,0,"PM25=20,T=29.51,H=64.44,P=1009.04,UV=0.00,TIME=00:19:50,DATE=04/06/2026",normal
04/06/2026,00:21:46,35,28.8,63.88,1008.84,0,"PM25=35,T=28.80,H=63.88,P=1008.84,UV=0.00,TIME=00:21:46,DATE=04/06/2026",normal
04/06/2026,00:23:50,34,28.98,64.25,1009.04,0,"PM25=34,T=28.98,H=64.25,P=1009.04,UV=0.00,TIME=00:23:50,DATE=04/06/2026",normal
04/06/2026,00:25:45,27,28.68,63.76,1008.97,0,"PM25=27,T=28.68,H=63.76,P=1008.97,UV=0.00,TIME=00:25:45,DATE=04/06/2026",normal
04/06/2026,00:27:40,25,29.12,61.96,1009.0,0.01,"PM25=25,T=29.12,H=61.96,P=1009.00,UV=0.01,TIME=00:27:40,DATE=04/06/2026",normal
04/06/2026,00:29:44,33,29.4,64.07,1009.01,0,"PM25=33,T=29.40,H=64.07,P=1009.01,UV=0.00,TIME=00:29:44,DATE=04/06/2026",normal
