date,time,pm25,temperature,humidity,pressure,uv,raw,weather_label
07/06/2026,00:00:00,32,28.76,64.91,1012.25,0,"PM25=32,T=28.76,H=64.91,P=1012.25,UV=0.00,TIME=00:00:00,DATE=07/06/2026",normal
07/06/2026,00:02:04,31,28.6,64.39,1012.19,0,"PM25=31,T=28.60,H=64.39,P=1012.19,UV=0.00,TIME=00:02:04,DATE=07/06/2026",normal
07/06/2026,00:04:00,27,28.58,66.29,1012.2,0,"PM25=27,T=28.58,H=66.29,P=1012.20,UV=0.00,TIME=00:04:00,DATE=07/06/2026",normal
07/06/2026,00:05:59,36,28.37,65.21,1012.2,0,"PM25=36,T=28.37,H=65.21,P=1012.20,UV=0.00,TIME=00:05:59,DATE=07/06/2026",normal
07/06/2026,00:07:59,37,28.82,62.74,1012.27,0,"PM25=37,T=28.82,H=62.74,P=1012.27,UV=0.00,TIME=00:07:59,DATE=07/06/2026",normal
07/06/2026,00:10:03,50,28.55,67.32,1012.38,0,"PM25=50,T=28.55,H=67.32,P=1012.38,UV=0.00,TIME=00:10:03,DATE=07/06/2026",normal
07/06/2026,00:12:05,31,28.46,60.27,1012.3,0,"PM25=31,T=28.46,H=60.27,P=1012.30,UV=0.00,TIME=00:12:05,DATE=07/06/2026",normal
07/06/2026,00:14:08,21,28.97,65.8,1012.14,0.01,"PM25=21,T=28.97,H=65.80,P=1012.14,UV=0.01,TIME=00:14:08,DATE=07/06/2026",normal
07/06/2026,00:16:03,32,28.42,62.71,1012.27,0,"PM25=32,T=28.42,H=62.71,P=1012.27,UV=0.00,TIME=00:16:03,DATE=07/06/2026",normal
07/06/2026,00:18:06,28,28.0,66.64,1012.29,0.01,"PM25=28,T=28.00,H=66.64,P=1012.29,UV=0.01,TIME=00:18:06,DATE=07/06/2026",normal
07/06/2026,00:20:09,31,28.48,64.75,1012.43,0.01,"PM25=31,T=28.48,H=64.75,P=1012.43,UV=0.01,TIME=00:20:09,DATE=07/06/2026",normal
07/06/2026,00:22:04,27,28.5,62.98,1012.25,0,"PM25=27,T=28.50,H=62.98,P=1012.25,UV=0.00,TIME=00:22:04,DATE=07/06/2026",normal
07/06/2026,00:24:09,38,28.5,66.64,1012.21,0,"PM25=38,T=28.50,H=66.64,P=1012.21,UV=0.00,TIME=00:24:09,DATE=07/06/2026",normal
07/06/2026,00:26:14,37,28.73,62.54,1012.09,0,"PM25=37,T=28.73,H=62.54,P=1012.09,UV=0.00,TIME=00:26:14,DATE=07/06/2026",normal
07/06/2026,00:28:12,25,28.78,62.66,1012.28,0,"PM25=25,T=28.78,H=62.66,P=1012.28,UV=0.00,TIME=00:28:12,DATE=07/06/2026",normal
07/06/2026,00:30:11,23,28.65,65.07,1012.2,0,"PM25=23,T=28.65,H=65.07,P=1012.20,UV=0.00,TIME=00:30:11,DATE=07/06/2026",normal
07/06/2026,00:32:14,30,29.15,62.11,1012.22,0,"PM25=30,T=29.15,H=62.11,P=1012.22,UV=0.00,TIME=00:32:14,DATE=07/06/2026",normal
07/06/2026,00:34:14,21,29.15,64.78,1012.13,0,"PM25=21,T=29.15,H=64.78,P=1012.13,UV=0.00,TIME=00:34:14,DATE=07/06/2026",normal
07/06/2026,00:36:14,26,29.36,61.46,1012.25,0,"PM25=26,T=29.36,H=61.46,P=1012.25,UV=0.00,TIME=00:36:14,DATE=07/06/2026",normal
07/06/2026,00:38:09,36,29.34,61.71,1012.26,0,"PM25=36,T=29.34,H=61.71,P=1012.26,UV=0.00,TIME=00:38:09,DATE=07/06/2026",normal
07/06/2026,00:40:11,18,29.4,61.15,1012.3,0,"PM25=18,T=29.40,H=61.15,P=1012.30,UV=0.00,TIME=00:40:11,DATE=07/06/2026",normal
07/06/2026,00:42:09,26,28.49,65.97,1012.13,0.01,"PM25=26,T=28.49,H=65.97,P=1012.13,UV=0.01,TIME=00:42:09,DATE=07/06/2026",normal
07/06/2026,00:44:08,30,28.39,63.08,1012.32,0,"PM25=30,T=28.39,H=63.08,P=1012.32,UV=0.00,TIME=00:44:08,DATE=07/06/2026",normal
07/06/2026,00:46:12,35,29.57,62.72,1012.19,0,"PM25=35,T=29.57,H=62.72,P=1012.19,UV=0.00,TIME=00:46:12,DATE=07/06/2026",normal
07/06/2026,00:48:16,21,29.11,61.42,1012.1,0,"PM25=21,T=29.11,H=61.42,P=1012.10,UV=0.00,TIME=00:48:16,DATE=07/06/2026",normal
07/06/2026,00:50:19,33,28.92,62.34,1012.21,0,"PM25=33,T=28.92,H=62.34,P=1012.21,UV=0.00,TIME=00:50:19,DATE=07/06/2026",normal
07/06/2026,00:52:23,35,28.86,61.27,1012.22,0.01,"PM25=35,T=28.86,H=61.27,P=1012.22,UV=0.01,TIME=00:52:23,DATE=07/06/2026",normal
07/06/2026,00:54:28,38,29.29,64.32,1012.11,0,"PM25=38,T=29.29,H=64.32,P=1012.11,UV=0.00,TIME=00:54:28,DATE=07/06/2026",normal
07/06/2026,00:56:23,36,29.2,62.76,1012.18,0.01,"PM25=36,T=29.20,H=62.76,P=1012.18,UV=0.01,TIME=00:56:23,DATE=07/06/2026",normal
07/06/2026,00:58:24,27,29.32,62.7,1012.18,0,"PM25=27,T=29.32,H=62.70,P=1012.18,UV=0.00,TIME=00:58:24,DATE=07/06/2026",normal
07/06/2026,01:00:26,27,29.39,63.68,1012.1,0.01,"PM25=27,T=29.39,H=63.68,P=1012.10,UV=0.01,TIME=01:00:26,DATE=07/06/2026",normal
07/06/2026,01:02:24,30,28.22,63.37,1012.25,0,"PM25=30,T=28.22,H=63.37,P=1012.25,UV=0.00,TIME=01:02:24,DATE=07/06/2026",normal
07/06/2026,01:04:24,24,29.07,62.72,1012.28,0,"PM25=24,T=29.07,H=62.72,P=1012.28,UV=0.00,TIME=01:04:24,DATE=07/06/2026",normal
07/06/2026,01:06:25,36,28.99,64.3,1012.17,0,"PM25=36,T=28.99,H=64.30,P=1012.17,UV=0.00,TIME=01:06:25,DATE=07/06/2026",normal
07/06/2026,01:08:22,33,28.58,62.38,1012.1,0,"PM25=33,T=28.58,H=62.38,P=1012.10,UV=0.00,TIME=01:08:22,DATE=07/06/2026",normal
07/06/2026,01:10:26,24,29.56,59.9,1012.1,0,"PM25=24,T=29.56,H=59.90,P=1012.10,UV=0.00,TIME=01:10:26,DATE=07/06/2026",normal
07/06/2026,01:12:22,19,29.57,63.71,1012.17,0,"PM25=19,T=29.57,H=63.71,P=1012.17,UV=0.00,TIME=01:12:22,DATE=07/06/2026",normal
07/06/2026,01:14:19,21,29.17,63.58,1012.21,0,"PM25=21,T=29.17,H=63.58,P=1012.21,UV=0.00,TIME=01:14:19,DATE=07/06/2026",normal
07/06/2026,01:16:23,19,29.12,62.82,1012.06,0,"PM25=19,T=29.12,H=62.82,P=1012.06,UV=0.00,TIME=01:16:23,DATE=07/06/2026",normal
07/06/2026,01:18:26,33,29.33,61.06,1012.17,0,"PM25=33,T=29.33,H=61.06,P=1012.17,UV=0.00,TIME=01:18:26,DATE=07/06/2026",normal
